"","year","iso3","mmr","scenario"
"801","2017","TCD",1095,"-0.013 (Current rate of change)"
"802","2017","NGA",1127,"-0.005 (Current rate of change)"
"803","2017","SSD",1252,"-0.016 (Current rate of change)"
"804","2017","ZAF",133.4,"-0.016 (Current rate of change)"
"805","2017","STP",143.5,"-0.01 (Current rate of change)"
"806","2017","ZMB",155.8,"-0.057 (Current rate of change)"
"807","2017","MOZ",177.3,"-0.072 (Current rate of change)"
"808","2017","GNQ",197,"-0.035 (Current rate of change)"
"809","2017","GAB",217.8,"-0.005 (Current rate of change)"
"810","2017","NAM",227.9,"-0.037 (Current rate of change)"
"811","2017","SWZ",236.9,"-0.045 (Current rate of change)"
"812","2017","COM",240.6,"-0.037 (Current rate of change)"
"813","2017","AGO",252.8,"-0.068 (Current rate of change)"
"814","2017","GHA",273.9,"-0.032 (Current rate of change)"
"815","2017","RWA",274.7,"-0.068 (Current rate of change)"
"816","2017","SEN",278.2,"-0.045 (Current rate of change)"
"817","2017","TZA",280.4,"-0.058 (Current rate of change)"
"818","2017","BFA",283.1,"-0.033 (Current rate of change)"
"819","2017","UGA",312.9,"-0.024 (Current rate of change)"
"820","2017","ETH",348.3,"-0.064 (Current rate of change)"
"821","2017","ERI",358.6,"-0.041 (Current rate of change)"
"822","2017","COG",365.8,"-0.042 (Current rate of change)"
"823","2017","ZWE",366.4,"-0.004 (Current rate of change)"
"824","2017","MWI",374.9,"-0.02 (Current rate of change)"
"825","2017","SYC",4.63,"-0.129 (Current rate of change)"
"826","2017","CPV",39.62,"-0.054 (Current rate of change)"
"827","2017","MDG",423.2,"-0.026 (Current rate of change)"
"828","2017","TGO",425.4,"-0.009 (Current rate of change)"
"829","2017","NER",433,"-0.034 (Current rate of change)"
"830","2017","CMR",443,"-0.02 (Current rate of change)"
"831","2017","MLI",452.7,"-0.026 (Current rate of change)"
"832","2017","MRT",457.6,"-0.019 (Current rate of change)"
"833","2017","MUS",45.65,"0.024 (Current rate of change)"
"834","2017","KEN",489.9,"-0.003 (Current rate of change)"
"835","2017","GMB",493.7,"-0.026 (Current rate of change)"
"836","2017","BDI",499.1,"-0.028 (Current rate of change)"
"837","2017","CIV",512.4,"0.001 (Current rate of change)"
"838","2017","SLE",520.3,"-0.067 (Current rate of change)"
"839","2017","BEN",569.1,"0.005 (Current rate of change)"
"840","2017","COD",570.2,"-0.01 (Current rate of change)"
"841","2017","GIN",572.1,"-0.028 (Current rate of change)"
"842","2017","LSO",639.7,"0.002 (Current rate of change)"
"843","2017","LBR",661.1,"-0.009 (Current rate of change)"
"844","2017","GNB",705.5,"-0.029 (Current rate of change)"
"845","2017","DZA",89.14,"-0.036 (Current rate of change)"
"846","2017","CAF",904.2,"-0.023 (Current rate of change)"
"847","2018","TCD",1076,"-0.013 (Current rate of change)"
"848","2018","NGA",1135,"-0.005 (Current rate of change)"
"849","2018","ZAF",125.4,"-0.016 (Current rate of change)"
"850","2018","SSD",1275,"-0.016 (Current rate of change)"
"851","2018","ZMB",144.9,"-0.057 (Current rate of change)"
"852","2018","STP",149.2,"-0.01 (Current rate of change)"
"853","2018","MOZ",160.3,"-0.072 (Current rate of change)"
"854","2018","BWA",162.3,"0.001 (Current rate of change)"
"855","2018","SWZ",218.3,"-0.045 (Current rate of change)"
"856","2018","NAM",218,"-0.037 (Current rate of change)"
"857","2018","GNQ",219,"-0.035 (Current rate of change)"
"858","2018","GAB",228.6,"-0.005 (Current rate of change)"
"859","2018","AGO",233.1,"-0.068 (Current rate of change)"
"860","2018","COM",243.6,"-0.037 (Current rate of change)"
"861","2018","TZA",266.8,"-0.058 (Current rate of change)"
"862","2018","GHA",272.8,"-0.032 (Current rate of change)"
"863","2018","BFA",276.6,"-0.033 (Current rate of change)"
"864","2018","SEN",277.5,"-0.045 (Current rate of change)"
"865","2018","RWA",281.4,"-0.068 (Current rate of change)"
"866","2018","UGA",283.3,"-0.024 (Current rate of change)"
"867","2018","SYC",3.54,"-0.129 (Current rate of change)"
"868","2018","ETH",311.9,"-0.064 (Current rate of change)"
"869","2018","ERI",337.8,"-0.041 (Current rate of change)"
"870","2018","ZWE",358.5,"-0.004 (Current rate of change)"
"871","2018","COG",370.1,"-0.042 (Current rate of change)"
"872","2018","MWI",391.8,"-0.02 (Current rate of change)"
"873","2018","MDG",423.3,"-0.026 (Current rate of change)"
"874","2018","CMR",423.9,"-0.02 (Current rate of change)"
"875","2018","NER",432,"-0.034 (Current rate of change)"
"876","2018","TGO",434.5,"-0.009 (Current rate of change)"
"877","2018","MLI",439.5,"-0.026 (Current rate of change)"
"878","2018","SLE",459.5,"-0.067 (Current rate of change)"
"879","2018","MRT",461.2,"-0.019 (Current rate of change)"
"880","2018","CPV",48.02,"-0.054 (Current rate of change)"
"881","2018","MUS",50.34,"0.024 (Current rate of change)"
"882","2018","KEN",511.5,"-0.003 (Current rate of change)"
"883","2018","GMB",511.6,"-0.026 (Current rate of change)"
"884","2018","BDI",517.9,"-0.028 (Current rate of change)"
"885","2018","CIV",522.3,"0.001 (Current rate of change)"
"886","2018","BEN",542.5,"0.005 (Current rate of change)"
"887","2018","COD",543.5,"-0.01 (Current rate of change)"
"888","2018","GIN",567.7,"-0.028 (Current rate of change)"
"889","2018","LSO",598.6,"0.002 (Current rate of change)"
"890","2018","GNB",648.2,"-0.029 (Current rate of change)"
"891","2018","LBR",683.8,"-0.009 (Current rate of change)"
"892","2018","DZA",79.49,"-0.036 (Current rate of change)"
"893","2018","CAF",867.6,"-0.023 (Current rate of change)"
"894","2019","TCD",1047,"-0.013 (Current rate of change)"
"895","2019","NGA",1122,"-0.005 (Current rate of change)"
"896","2019","BWA",117.9,"0.001 (Current rate of change)"
"897","2019","ZAF",118.3,"-0.016 (Current rate of change)"
"898","2019","SSD",1245,"-0.016 (Current rate of change)"
"899","2019","ZMB",128.8,"-0.057 (Current rate of change)"
"900","2019","STP",142.4,"-0.01 (Current rate of change)"
"901","2019","MOZ",149.9,"-0.072 (Current rate of change)"
"902","2019","GNQ",216.4,"-0.035 (Current rate of change)"
"903","2019","NAM",223,"-0.037 (Current rate of change)"
"904","2019","GAB",225.5,"-0.005 (Current rate of change)"
"905","2019","SWZ",228,"-0.045 (Current rate of change)"
"906","2019","AGO",227.7,"-0.068 (Current rate of change)"
"907","2019","COM",236.6,"-0.037 (Current rate of change)"
"908","2019","GHA",243.8,"-0.032 (Current rate of change)"
"909","2019","SEN",257.6,"-0.045 (Current rate of change)"
"910","2019","TZA",261.9,"-0.058 (Current rate of change)"
"911","2019","RWA",281.3,"-0.068 (Current rate of change)"
"912","2019","BFA",283.3,"-0.033 (Current rate of change)"
"913","2019","COG",292.1,"-0.042 (Current rate of change)"
"914","2019","UGA",291.6,"-0.024 (Current rate of change)"
"915","2019","ETH",294,"-0.064 (Current rate of change)"
"916","2019","SYC",3.07,"-0.129 (Current rate of change)"
"917","2019","ERI",331.5,"-0.041 (Current rate of change)"
"918","2019","MWI",370.2,"-0.02 (Current rate of change)"
"919","2019","ZWE",393.2,"-0.004 (Current rate of change)"
"920","2019","MDG",397.6,"-0.026 (Current rate of change)"
"921","2019","NER",409.6,"-0.034 (Current rate of change)"
"922","2019","TGO",418.3,"-0.009 (Current rate of change)"
"923","2019","CPV",42.1,"-0.054 (Current rate of change)"
"924","2019","MLI",428.3,"-0.026 (Current rate of change)"
"925","2019","MRT",431.1,"-0.019 (Current rate of change)"
"926","2019","SLE",435.2,"-0.067 (Current rate of change)"
"927","2019","CMR",439.8,"-0.02 (Current rate of change)"
"928","2019","GMB",474.4,"-0.026 (Current rate of change)"
"929","2019","BDI",479.3,"-0.028 (Current rate of change)"
"930","2019","CIV",482.9,"0.001 (Current rate of change)"
"931","2019","MUS",49.06,"0.024 (Current rate of change)"
"932","2019","KEN",502.9,"-0.003 (Current rate of change)"
"933","2019","BEN",521.9,"0.005 (Current rate of change)"
"934","2019","COD",540.7,"-0.01 (Current rate of change)"
"935","2019","GIN",555.5,"-0.028 (Current rate of change)"
"936","2019","LSO",628.9,"0.002 (Current rate of change)"
"937","2019","LBR",668,"-0.009 (Current rate of change)"
"938","2019","GNB",709.5,"-0.029 (Current rate of change)"
"939","2019","DZA",76.71,"-0.036 (Current rate of change)"
"940","2019","CAF",847.3,"-0.023 (Current rate of change)"
"941","2020","NGA",1047,"-0.005 (Current rate of change)"
"942","2020","TCD",1063,"-0.013 (Current rate of change)"
"943","2020","SSD",1223,"-0.016 (Current rate of change)"
"944","2020","ZAF",126.8,"-0.016 (Current rate of change)"
"945","2020","MOZ",127.1,"-0.072 (Current rate of change)"
"946","2020","ZMB",134.7,"-0.057 (Current rate of change)"
"947","2020","STP",146.2,"-0.01 (Current rate of change)"
"948","2020","BWA",185.9,"0.001 (Current rate of change)"
"949","2020","GNQ",212.3,"-0.035 (Current rate of change)"
"950","2020","NAM",214.6,"-0.037 (Current rate of change)"
"951","2020","COM",217,"-0.037 (Current rate of change)"
"952","2020","AGO",221.9,"-0.068 (Current rate of change)"
"953","2020","GAB",226.6,"-0.005 (Current rate of change)"
"954","2020","TZA",238.3,"-0.058 (Current rate of change)"
"955","2020","SWZ",239.6,"-0.045 (Current rate of change)"
"956","2020","RWA",258.9,"-0.068 (Current rate of change)"
"957","2020","SEN",260.9,"-0.045 (Current rate of change)"
"958","2020","GHA",263.1,"-0.032 (Current rate of change)"
"959","2020","BFA",263.8,"-0.033 (Current rate of change)"
"960","2020","ETH",266.7,"-0.064 (Current rate of change)"
"961","2020","COG",282.4,"-0.042 (Current rate of change)"
"962","2020","UGA",284.1,"-0.024 (Current rate of change)"
"963","2020","SYC",3.33,"-0.129 (Current rate of change)"
"964","2020","ERI",321.6,"-0.041 (Current rate of change)"
"965","2020","ZWE",356.8,"-0.004 (Current rate of change)"
"966","2020","MWI",380.7,"-0.02 (Current rate of change)"
"967","2020","MDG",391.5,"-0.026 (Current rate of change)"
"968","2020","TGO",399,"-0.009 (Current rate of change)"
"969","2020","CPV",42.24,"-0.054 (Current rate of change)"
"970","2020","CMR",437.8,"-0.02 (Current rate of change)"
"971","2020","MLI",440.2,"-0.026 (Current rate of change)"
"972","2020","NER",441.1,"-0.034 (Current rate of change)"
"973","2020","SLE",442.8,"-0.067 (Current rate of change)"
"974","2020","GMB",458.2,"-0.026 (Current rate of change)"
"975","2020","MRT",463.8,"-0.019 (Current rate of change)"
"976","2020","CIV",479.9,"0.001 (Current rate of change)"
"977","2020","BDI",494.4,"-0.028 (Current rate of change)"
"978","2020","BEN",522.6,"0.005 (Current rate of change)"
"979","2020","KEN",530,"-0.003 (Current rate of change)"
"980","2020","COD",547.4,"-0.01 (Current rate of change)"
"981","2020","GIN",553.4,"-0.028 (Current rate of change)"
"982","2020","LSO",566.2,"0.002 (Current rate of change)"
"983","2020","LBR",652.3,"-0.009 (Current rate of change)"
"984","2020","GNB",725.1,"-0.029 (Current rate of change)"
"985","2020","DZA",77.69,"-0.036 (Current rate of change)"
"986","2020","CAF",835.3,"-0.023 (Current rate of change)"
"987","2020","MUS",84.36,"0.024 (Current rate of change)"
"988","2020","RWA",258.9,"-0.068 (Current rate of change)"
"989","2021","RWA",241.900730259334,"-0.068 (Current rate of change)"
"990","2022","RWA",226.017625724215,"-0.068 (Current rate of change)"
"991","2023","RWA",211.177399436727,"-0.068 (Current rate of change)"
"992","2024","RWA",197.311576431099,"-0.068 (Current rate of change)"
"993","2025","RWA",184.356177780236,"-0.068 (Current rate of change)"
"994","2026","RWA",172.251425387636,"-0.068 (Current rate of change)"
"995","2027","RWA",160.941466162535,"-0.068 (Current rate of change)"
"996","2028","RWA",150.374114305621,"-0.068 (Current rate of change)"
"997","2029","RWA",140.500610516146,"-0.068 (Current rate of change)"
"998","2030","RWA",131.275397009417,"-0.068 (Current rate of change)"
"999","2020","NGA",1047,"-0.005 (Current rate of change)"
"1000","2021","NGA",1042.19004713651,"-0.005 (Current rate of change)"
"1001","2022","NGA",1037.40219135663,"-0.005 (Current rate of change)"
"1002","2023","NGA",1032.63633114564,"-0.005 (Current rate of change)"
"1003","2024","NGA",1027.89236545515,"-0.005 (Current rate of change)"
"1004","2025","NGA",1023.17019370101,"-0.005 (Current rate of change)"
"1005","2026","NGA",1018.46971576115,"-0.005 (Current rate of change)"
"1006","2027","NGA",1013.79083197346,"-0.005 (Current rate of change)"
"1007","2028","NGA",1009.1334431337,"-0.005 (Current rate of change)"
"1008","2029","NGA",1004.49745049335,"-0.005 (Current rate of change)"
"1009","2030","NGA",999.882755757556,"-0.005 (Current rate of change)"
"1010","2020","CPV",42.24,"-0.054 (Current rate of change)"
"1011","2021","CPV",40.0080366624542,"-0.054 (Current rate of change)"
"1012","2022","CPV",37.8940103594764,"-0.054 (Current rate of change)"
"1013","2023","CPV",35.8916892933085,"-0.054 (Current rate of change)"
"1014","2024","CPV",33.9951709546426,"-0.054 (Current rate of change)"
"1015","2025","CPV",32.1988647230052,"-0.054 (Current rate of change)"
"1016","2026","CPV",30.4974753865388,"-0.054 (Current rate of change)"
"1017","2027","CPV",28.885987532598,"-0.054 (Current rate of change)"
"1018","2028","CPV",27.3596507631481,"-0.054 (Current rate of change)"
"1019","2029","CPV",25.913965691382,"-0.054 (Current rate of change)"
"1020","2030","CPV",24.5446706782763,"-0.054 (Current rate of change)"
"1021","2020","GNB",725.1,"-0.029 (Current rate of change)"
"1022","2021","GNB",704.239909062405,"-0.029 (Current rate of change)"
"1023","2022","GNB",683.979933135049,"-0.029 (Current rate of change)"
"1024","2023","GNB",664.302807766565,"-0.029 (Current rate of change)"
"1025","2024","GNB",645.191765179184,"-0.029 (Current rate of change)"
"1026","2025","GNB",626.630519980142,"-0.029 (Current rate of change)"
"1027","2026","GNB",608.603255284157,"-0.029 (Current rate of change)"
"1028","2027","GNB",591.094609235138,"-0.029 (Current rate of change)"
"1029","2028","GNB",574.089661915641,"-0.029 (Current rate of change)"
"1030","2029","GNB",557.57392263293,"-0.029 (Current rate of change)"
"1031","2030","GNB",541.533317570794,"-0.029 (Current rate of change)"
"1032","2020","CAF",835.3,"-0.023 (Current rate of change)"
"1033","2021","CAF",816.560406258394,"-0.023 (Current rate of change)"
"1034","2022","CAF",798.241227186489,"-0.023 (Current rate of change)"
"1035","2023","CAF",780.333030963245,"-0.023 (Current rate of change)"
"1036","2024","CAF",762.826597366445,"-0.023 (Current rate of change)"
"1037","2025","CAF",745.712913025563,"-0.023 (Current rate of change)"
"1038","2026","CAF",728.983166781138,"-0.023 (Current rate of change)"
"1039","2027","CAF",712.628745148255,"-0.023 (Current rate of change)"
"1040","2028","CAF",696.641227881801,"-0.023 (Current rate of change)"
"1041","2029","CAF",681.012383641219,"-0.023 (Current rate of change)"
"1042","2030","CAF",665.73416575251,"-0.023 (Current rate of change)"
"1043","2020","TCD",1063,"-0.013 (Current rate of change)"
"1044","2021","TCD",1049.75364861003,"-0.013 (Current rate of change)"
"1045","2022","TCD",1036.67236384768,"-0.013 (Current rate of change)"
"1046","2023","TCD",1023.75408876979,"-0.013 (Current rate of change)"
"1047","2024","TCD",1010.99679206541,"-0.013 (Current rate of change)"
"1048","2025","TCD",998.398467736316,"-0.013 (Current rate of change)"
"1049","2026","TCD",985.957134781624,"-0.013 (Current rate of change)"
"1050","2027","TCD",973.670836886271,"-0.013 (Current rate of change)"
"1051","2028","TCD",961.537642113404,"-0.013 (Current rate of change)"
"1052","2029","TCD",949.555642600598,"-0.013 (Current rate of change)"
"1053","2030","TCD",937.722954259853,"-0.013 (Current rate of change)"
"1054","2020","DZA",77.69,"-0.036 (Current rate of change)"
"1055","2021","DZA",74.9525174772183,"-0.036 (Current rate of change)"
"1056","2022","DZA",72.31149280696,"-0.036 (Current rate of change)"
"1057","2023","DZA",69.7635272032104,"-0.036 (Current rate of change)"
"1058","2024","DZA",67.3053416394777,"-0.036 (Current rate of change)"
"1059","2025","DZA",64.9337726289497,"-0.036 (Current rate of change)"
"1060","2026","DZA",62.6457681533411,"-0.036 (Current rate of change)"
"1061","2027","DZA",60.438383735192,"-0.036 (Current rate of change)"
"1062","2028","DZA",58.3087786485624,"-0.036 (Current rate of change)"
"1063","2029","DZA",56.2542122632466,"-0.036 (Current rate of change)"
"1064","2030","DZA",54.2720405178033,"-0.036 (Current rate of change)"
"1065","2020","SLE",442.8,"-0.067 (Current rate of change)"
"1066","2021","SLE",414.215830980169,"-0.067 (Current rate of change)"
"1067","2022","SLE",387.47686231841,"-0.067 (Current rate of change)"
"1068","2023","SLE",362.463980376713,"-0.067 (Current rate of change)"
"1069","2024","SLE",339.065760686811,"-0.067 (Current rate of change)"
"1070","2025","SLE",317.177971589455,"-0.067 (Current rate of change)"
"1071","2026","SLE",296.70310991538,"-0.067 (Current rate of change)"
"1072","2027","SLE",277.549966639565,"-0.067 (Current rate of change)"
"1073","2028","SLE",259.633220573906,"-0.067 (Current rate of change)"
"1074","2029","SLE",242.873058288343,"-0.067 (Current rate of change)"
"1075","2030","SLE",227.194818567301,"-0.067 (Current rate of change)"
"1076","2020","SSD",1223,"-0.016 (Current rate of change)"
"1077","2021","SSD",1203.48872460707,"-0.016 (Current rate of change)"
"1078","2022","SSD",1184.28872465769,"-0.016 (Current rate of change)"
"1079","2023","SSD",1165.39503418219,"-0.016 (Current rate of change)"
"1080","2024","SSD",1146.80276643608,"-0.016 (Current rate of change)"
"1081","2025","SSD",1128.50711263616,"-0.016 (Current rate of change)"
"1082","2026","SSD",1110.50334071668,"-0.016 (Current rate of change)"
"1083","2027","SSD",1092.78679410548,"-0.016 (Current rate of change)"
"1084","2028","SSD",1075.35289051959,"-0.016 (Current rate of change)"
"1085","2029","SSD",1058.19712078001,"-0.016 (Current rate of change)"
"1086","2030","SSD",1041.31504764546,"-0.016 (Current rate of change)"
"1087","2020","ZAF",126.8,"-0.016 (Current rate of change)"
"1088","2021","ZAF",124.845505187841,"-0.016 (Current rate of change)"
"1089","2022","ZAF",122.921136952738,"-0.016 (Current rate of change)"
"1090","2023","ZAF",121.026430923725,"-0.016 (Current rate of change)"
"1091","2024","ZAF",119.160929887648,"-0.016 (Current rate of change)"
"1092","2025","ZAF",117.324183678835,"-0.016 (Current rate of change)"
"1093","2026","ZAF",115.515749070467,"-0.016 (Current rate of change)"
"1094","2027","ZAF",113.735189667621,"-0.016 (Current rate of change)"
"1095","2028","ZAF",111.982075801964,"-0.016 (Current rate of change)"
"1096","2029","ZAF",110.25598442807,"-0.016 (Current rate of change)"
"1097","2030","ZAF",108.556499021334,"-0.016 (Current rate of change)"
"1098","2020","STP",146.2,"-0.01 (Current rate of change)"
"1099","2021","STP",144.707659267412,"-0.01 (Current rate of change)"
"1100","2022","STP",143.230551646056,"-0.01 (Current rate of change)"
"1101","2023","STP",141.768521643508,"-0.01 (Current rate of change)"
"1102","2024","STP",140.321415354539,"-0.01 (Current rate of change)"
"1103","2025","STP",138.889080444908,"-0.01 (Current rate of change)"
"1104","2026","STP",137.471366135335,"-0.01 (Current rate of change)"
"1105","2027","STP",136.06812318562,"-0.01 (Current rate of change)"
"1106","2028","STP",134.679203878939,"-0.01 (Current rate of change)"
"1107","2029","STP",133.304462006292,"-0.01 (Current rate of change)"
"1108","2030","STP",131.943752851109,"-0.01 (Current rate of change)"
"1109","2020","BWA",185.9,"0.001 (Current rate of change)"
"1110","2021","BWA",186.117652888788,"0.001 (Current rate of change)"
"1111","2022","BWA",186.335560606946,"0.001 (Current rate of change)"
"1112","2023","BWA",186.553723452831,"0.001 (Current rate of change)"
"1113","2024","BWA",186.772141725147,"0.001 (Current rate of change)"
"1114","2025","BWA",186.99081572295,"0.001 (Current rate of change)"
"1115","2026","BWA",187.209745745644,"0.001 (Current rate of change)"
"1116","2027","BWA",187.428932092986,"0.001 (Current rate of change)"
"1117","2028","BWA",187.648375065081,"0.001 (Current rate of change)"
"1118","2029","BWA",187.868074962387,"0.001 (Current rate of change)"
"1119","2030","BWA",188.088032085714,"0.001 (Current rate of change)"
"1120","2020","GAB",226.6,"-0.005 (Current rate of change)"
"1121","2021","GAB",225.557141001763,"-0.005 (Current rate of change)"
"1122","2022","GAB",224.519081451409,"-0.005 (Current rate of change)"
"1123","2023","GAB",223.485799260909,"-0.005 (Current rate of change)"
"1124","2024","GAB",222.457272443886,"-0.005 (Current rate of change)"
"1125","2025","GAB",221.433479115151,"-0.005 (Current rate of change)"
"1126","2026","GAB",220.414397490235,"-0.005 (Current rate of change)"
"1127","2027","GAB",219.400005884923,"-0.005 (Current rate of change)"
"1128","2028","GAB",218.390282714799,"-0.005 (Current rate of change)"
"1129","2029","GAB",217.385206494778,"-0.005 (Current rate of change)"
"1130","2030","GAB",216.384755838659,"-0.005 (Current rate of change)"
"1131","2020","ZWE",356.8,"-0.004 (Current rate of change)"
"1132","2021","ZWE",355.316763653305,"-0.004 (Current rate of change)"
"1133","2022","ZWE",353.839693198035,"-0.004 (Current rate of change)"
"1134","2023","ZWE",352.368763002254,"-0.004 (Current rate of change)"
"1135","2024","ZWE",350.903947540582,"-0.004 (Current rate of change)"
"1136","2025","ZWE",349.445221393747,"-0.004 (Current rate of change)"
"1137","2026","ZWE",347.992559248147,"-0.004 (Current rate of change)"
"1138","2027","ZWE",346.545935895411,"-0.004 (Current rate of change)"
"1139","2028","ZWE",345.10532623196,"-0.004 (Current rate of change)"
"1140","2029","ZWE",343.670705258571,"-0.004 (Current rate of change)"
"1141","2030","ZWE",342.242048079945,"-0.004 (Current rate of change)"
"1142","2020","ZMB",134.7,"-0.057 (Current rate of change)"
"1143","2021","ZMB",127.274332335872,"-0.057 (Current rate of change)"
"1144","2022","ZMB",120.258022802835,"-0.057 (Current rate of change)"
"1145","2023","ZMB",113.628504530534,"-0.057 (Current rate of change)"
"1146","2024","ZMB",107.364454702652,"-0.057 (Current rate of change)"
"1147","2025","ZMB",101.44572597539,"-0.057 (Current rate of change)"
"1148","2026","ZMB",95.8532816766558,"-0.057 (Current rate of change)"
"1149","2027","ZMB",90.5691345775695,"-0.057 (Current rate of change)"
"1150","2028","ZMB",85.5762890393309,"-0.057 (Current rate of change)"
"1151","2029","ZMB",80.8586863493869,"-0.057 (Current rate of change)"
"1152","2030","ZMB",76.4011530710756,"-0.057 (Current rate of change)"
"1153","2020","GNQ",212.3,"-0.035 (Current rate of change)"
"1154","2021","GNQ",205.020104865205,"-0.035 (Current rate of change)"
"1155","2022","GNQ",197.989841728401,"-0.035 (Current rate of change)"
"1156","2023","GNQ",191.200650557712,"-0.035 (Current rate of change)"
"1157","2024","GNQ",184.644264849917,"-0.035 (Current rate of change)"
"1158","2025","GNQ",178.312701565185,"-0.035 (Current rate of change)"
"1159","2026","GNQ",172.198251406934,"-0.035 (Current rate of change)"
"1160","2027","GNQ",166.293469435019,"-0.035 (Current rate of change)"
"1161","2028","GNQ",160.591166000784,"-0.035 (Current rate of change)"
"1162","2029","GNQ",155.084397992964,"-0.035 (Current rate of change)"
"1163","2030","GNQ",149.766460383771,"-0.035 (Current rate of change)"
"1164","2020","SYC",3.33,"-0.129 (Current rate of change)"
"1165","2021","SYC",2.92574490626573,"-0.129 (Current rate of change)"
"1166","2022","SYC",2.57056554250446,"-0.129 (Current rate of change)"
"1167","2023","SYC",2.25850421687826,"-0.129 (Current rate of change)"
"1168","2024","SYC",1.98432648898235,"-0.129 (Current rate of change)"
"1169","2025","SYC",1.7434333686211,"-0.129 (Current rate of change)"
"1170","2026","SYC",1.53178417347054,"-0.129 (Current rate of change)"
"1171","2027","SYC",1.34582875166063,"-0.129 (Current rate of change)"
"1172","2028","SYC",1.18244793239551,"-0.129 (Current rate of change)"
"1173","2029","SYC",1.03890120574492,"-0.129 (Current rate of change)"
"1174","2030","SYC",0.912780754000459,"-0.129 (Current rate of change)"
"1175","2020","NAM",214.6,"-0.037 (Current rate of change)"
"1176","2021","NAM",206.793129743885,"-0.037 (Current rate of change)"
"1177","2022","NAM",199.270263323725,"-0.037 (Current rate of change)"
"1178","2023","NAM",192.021069047535,"-0.037 (Current rate of change)"
"1179","2024","NAM",185.035591076918,"-0.037 (Current rate of change)"
"1180","2025","NAM",178.304235753986,"-0.037 (Current rate of change)"
"1181","2026","NAM",171.817758425715,"-0.037 (Current rate of change)"
"1182","2027","NAM",165.567250747588,"-0.037 (Current rate of change)"
"1183","2028","NAM",159.544128449135,"-0.037 (Current rate of change)"
"1184","2029","NAM",153.740119544534,"-0.037 (Current rate of change)"
"1185","2030","NAM",148.147252972102,"-0.037 (Current rate of change)"
"1186","2020","COM",217,"-0.037 (Current rate of change)"
"1187","2021","COM",209.09746569605,"-0.037 (Current rate of change)"
"1188","2022","COM",201.482719633691,"-0.037 (Current rate of change)"
"1189","2023","COM",194.145281368445,"-0.037 (Current rate of change)"
"1190","2024","COM",187.075052124371,"-0.037 (Current rate of change)"
"1191","2025","COM",180.262300894758,"-0.037 (Current rate of change)"
"1192","2026","COM",173.697651048998,"-0.037 (Current rate of change)"
"1193","2027","COM",167.3720674272,"-0.037 (Current rate of change)"
"1194","2028","COM",161.276843904774,"-0.037 (Current rate of change)"
"1195","2029","COM",155.403591409888,"-0.037 (Current rate of change)"
"1196","2030","COM",149.744226377291,"-0.037 (Current rate of change)"
"1197","2020","UGA",284.1,"-0.024 (Current rate of change)"
"1198","2021","UGA",277.291278493194,"-0.024 (Current rate of change)"
"1199","2022","UGA",270.645734348433,"-0.024 (Current rate of change)"
"1200","2023","UGA",264.159456868027,"-0.024 (Current rate of change)"
"1201","2024","UGA",257.828629077799,"-0.024 (Current rate of change)"
"1202","2025","UGA",251.649525480924,"-0.024 (Current rate of change)"
"1203","2026","UGA",245.618509865578,"-0.024 (Current rate of change)"
"1204","2027","UGA",239.732033165151,"-0.024 (Current rate of change)"
"1205","2028","UGA",233.98663136972,"-0.024 (Current rate of change)"
"1206","2029","UGA",228.378923487593,"-0.024 (Current rate of change)"
"1207","2030","UGA",222.905609555699,"-0.024 (Current rate of change)"
"1208","2020","BEN",522.6,"0.005 (Current rate of change)"
"1209","2021","BEN",525.418485131537,"0.005 (Current rate of change)"
"1210","2022","BEN",528.252170910676,"0.005 (Current rate of change)"
"1211","2023","BEN",531.101139317516,"0.005 (Current rate of change)"
"1212","2024","BEN",533.965472774287,"0.005 (Current rate of change)"
"1213","2025","BEN",536.845254147744,"0.005 (Current rate of change)"
"1214","2026","BEN",539.740566751556,"0.005 (Current rate of change)"
"1215","2027","BEN",542.651494348717,"0.005 (Current rate of change)"
"1216","2028","BEN",545.578121153977,"0.005 (Current rate of change)"
"1217","2029","BEN",548.520531836266,"0.005 (Current rate of change)"
"1218","2030","BEN",551.478811521156,"0.005 (Current rate of change)"
"1219","2020","CIV",479.9,"0.001 (Current rate of change)"
"1220","2021","CIV",480.222261094047,"0.001 (Current rate of change)"
"1221","2022","CIV",480.544738591956,"0.001 (Current rate of change)"
"1222","2023","CIV",480.867432639043,"0.001 (Current rate of change)"
"1223","2024","CIV",481.190343380727,"0.001 (Current rate of change)"
"1224","2025","CIV",481.513470962521,"0.001 (Current rate of change)"
"1225","2026","CIV",481.836815530037,"0.001 (Current rate of change)"
"1226","2027","CIV",482.160377228985,"0.001 (Current rate of change)"
"1227","2028","CIV",482.484156205172,"0.001 (Current rate of change)"
"1228","2029","CIV",482.808152604504,"0.001 (Current rate of change)"
"1229","2030","CIV",483.132366572984,"0.001 (Current rate of change)"
"1230","2020","TGO",399,"-0.009 (Current rate of change)"
"1231","2021","TGO",395.358580733596,"-0.009 (Current rate of change)"
"1232","2022","TGO",391.750394385172,"-0.009 (Current rate of change)"
"1233","2023","TGO",388.175137659018,"-0.009 (Current rate of change)"
"1234","2024","TGO",384.632510027413,"-0.009 (Current rate of change)"
"1235","2025","TGO",381.122213705361,"-0.009 (Current rate of change)"
"1236","2026","TGO",377.643953625558,"-0.009 (Current rate of change)"
